meter_reading,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
237.749127499538,Education,7432,2008.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
118.55374308635298,Education,2720,2004.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
23.626499870609983,Education,5376,1991.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
382.7360161672216,Education,23685,2002.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
1579.1742374079527,Education,116607,1975.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
28.96348059701492,Education,8000,2000.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
104.08009485851674,Lodging/residential,27926,1981.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
569.2444171291158,Education,121074,1989.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
417.3948273349362,Education,60809,2003.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
118.12951570186794,Office,27000,2010.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
1593.6105093397448,Entertainment/public assembly,370773,1991.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
475.0067358146324,Education,49073,1968.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
228.8978311954942,Lodging/residential,37100,1999.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
370.41427741816165,Education,99380,2000.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
421.6378842455621,Education,86250,2013.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
267.9034395301517,Office,83957,1974.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
1297.286050739186,Education,54644,1996.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
105.27727749213982,Office,15250,1980.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
2027.5627981323962,Education,111891,1996.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
205.31048681095078,Office,18717,2004.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
515.9860990638767,Education,110272,1977.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
76.81383774491681,Office,7043,1990.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
29.94965814684668,Education,3569,1996.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
885.0754617532829,Education,130885,1985.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
889.0273880155355,Education,105545,2001.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
358.17800815609394,Office,103286,1969.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
163.22561969668948,Office,26953,2005.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
277.32957469946365,Lodging/residential,59200,1999.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
248.24714055853525,Office,52957,2016.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
1006.3662821890262,Education,113866,2006.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
525.7274737562419,Education,93897,1999.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
459.93035102644717,Education,61904,2001.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
335.7960743618202,Office,48392,2005.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
510.504040477071,Lodging/residential,38686,2002.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
299.2210544109488,Lodging/residential,42731,2002.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
242.0910391826923,Lodging/residential,41617,2002.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
149.437027871278,Lodging/residential,53130,2002.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
207.94870778620307,Lodging/residential,53130,2002.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
489.51163043076355,Office,12769,2013.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
334.88482454679985,Office,64619,1969.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
267.88196661414224,Entertainment/public assembly,26944,2001.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
207.94265642685406,Office,93860,1968.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
1267.0153469576474,Other,226506,1968.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
108.52394043887148,Retail,59071,1980.0,,22.744815786472,2.998727479740138,17.379327782213604,1.2405891980360066,1017.9494365109996,152.52101497439105,3.391472131396852
